model,requested_model,provider,transport,arm,task,tier,replicate,status,cir_accepted,code_accepted,accepted,accepted_with_proof,first_cir_pass_round,first_code_accept_round,cir_repairs,code_repairs,first_accept_total_candidate_rounds,calls,input_tokens,output_tokens,total_tokens,latency_ms,error
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,condvar/same_cv_different_locks,Complex,2,unsupported,False,False,False,False,,,,,,1,1869,1003,2872,3060,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/abba_2lock,Medium,0,accepted,True,True,True,False,1,1,0,0,2,2,3439,797,4236,3133,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/abba_2lock,Medium,1,accepted,True,True,True,False,1,1,0,0,2,2,3439,797,4236,3160,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/abba_2lock,Medium,2,accepted,True,True,True,False,1,1,0,0,2,2,3439,797,4236,3197,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cross_module_cycle,Medium,0,generation_failed,True,False,False,False,3,,2,,3,6,14897,3548,18445,11987,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cross_module_cycle,Medium,1,generation_failed,False,False,False,False,,,,,,4,9874,2458,12332,8468,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cross_module_cycle,Medium,2,generation_failed,False,False,False,False,,,,,,4,9874,2458,12332,8869,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cycle_3lock,Complex,0,generation_failed,False,False,False,False,,,,,,4,12317,2872,15189,9208,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cycle_3lock,Complex,1,accepted,True,True,True,False,2,1,1,0,3,3,7259,1808,9067,6286,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/cycle_3lock,Complex,2,accepted,True,True,True,False,2,1,1,0,3,3,7259,1808,9067,6380,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/partial_deadlock_bystander,Complex,0,generation_failed,False,False,False,False,,,,,,4,11939,3752,15691,11017,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/partial_deadlock_bystander,Complex,1,generation_failed,False,False,False,False,,,,,,4,12086,3948,16034,11328,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/partial_deadlock_bystander,Complex,2,generation_failed,False,False,False,False,,,,,,4,11760,3848,15608,11823,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/two_independent_cycles,Complex,0,accepted,True,True,True,False,1,1,0,0,2,2,4115,1406,5521,5220,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/two_independent_cycles,Complex,1,accepted,True,True,True,False,1,1,0,0,2,2,4115,1406,5521,4702,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,lock-order/two_independent_cycles,Complex,2,accepted,True,True,True,False,1,1,0,0,2,2,4115,1406,5521,4624,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/acquire_twice_no_release,Simple,0,accepted,True,True,True,False,2,1,1,0,3,3,6438,1385,7823,5293,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/acquire_twice_no_release,Simple,1,accepted,True,True,True,False,3,1,2,0,4,4,10528,2190,12718,7312,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/acquire_twice_no_release,Simple,2,accepted,True,True,True,False,3,1,2,0,4,4,10064,2140,12204,7553,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/permit_leak,Simple,0,accepted,True,True,True,False,1,1,0,0,2,2,3202,639,3841,2838,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/permit_leak,Simple,1,accepted,True,True,True,False,1,1,0,0,2,2,3202,639,3841,2604,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/permit_leak,Simple,2,accepted,True,True,True,False,1,1,0,0,2,2,3202,639,3841,2957,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/throttle_n_permits,Medium,0,accepted,True,True,True,False,2,1,1,0,3,3,6896,1784,8680,5881,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/throttle_n_permits,Medium,1,accepted,True,True,True,False,2,1,1,0,3,3,6896,1784,8680,6520,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,semaphore/throttle_n_permits,Medium,2,accepted,True,True,True,False,2,1,1,0,3,3,6935,1733,8668,6157,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/finite_call_loop,Simple,0,accepted,True,True,True,False,1,1,0,0,2,2,2806,257,3063,2005,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/finite_call_loop,Simple,1,accepted,True,True,True,False,1,1,0,0,2,2,2813,268,3081,1779,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/finite_call_loop,Simple,2,accepted,True,True,True,False,1,1,0,0,2,2,2813,264,3077,2019,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/nested_scope_lock_order,Medium,0,accepted,True,True,True,False,1,1,0,0,2,2,3483,999,4482,3996,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/nested_scope_lock_order,Medium,1,accepted,True,True,True,False,1,1,0,0,2,2,3484,972,4456,3681,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/nested_scope_lock_order,Medium,2,accepted,True,True,True,False,1,1,0,0,2,2,3483,979,4462,4065,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_bound_k_workers,Complex,0,accepted,True,True,True,False,1,1,0,0,2,2,3307,824,4131,3594,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_bound_k_workers,Complex,1,accepted,True,True,True,False,2,1,1,0,3,3,6716,1595,8311,6519,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_bound_k_workers,Complex,2,accepted,True,True,True,False,2,1,1,0,3,3,6726,1605,8331,5457,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_worker_abba,Medium,0,accepted,True,True,True,False,1,1,0,0,2,2,3449,792,4241,3587,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_worker_abba,Medium,1,accepted,True,True,True,False,1,1,0,0,2,2,3449,792,4241,3360,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/scope_worker_abba,Medium,2,accepted,True,True,True,False,1,1,0,0,2,2,3449,792,4241,3334,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/spawn_join_loop_finite,Simple,0,accepted,True,True,True,False,1,2,0,1,3,3,4293,429,4722,3828,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/spawn_join_loop_finite,Simple,1,accepted,True,True,True,False,1,2,0,1,3,3,4293,429,4722,3256,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/spawn_join_loop_finite,Simple,2,accepted,True,True,True,False,1,2,0,1,3,3,4298,443,4741,3481,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/worker_with_payload,Medium,0,accepted,True,True,True,False,2,1,1,0,3,3,6895,1972,8867,6822,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/worker_with_payload,Medium,1,accepted,True,True,True,False,2,1,1,0,3,3,6895,1972,8867,6411,
DeepSeek Flash,deepseek-flash,deepseek,deepseek-direct,G3,structure/worker_with_payload,Medium,2,accepted,True,True,True,False,2,1,1,0,3,3,6895,1974,8869,7090,
